B01003_001E,state,county,tract,GEOID
2549.0,09,015,903200,09015903200
5947.0,09,015,904500,09015904500
3488.0,09,015,800400,09015800400
3936.0,09,015,800600,09015800600
3489.0,09,015,800700,09015800700
4744.0,09,015,900200,09015900200
4173.0,09,015,902500,09015902500
6811.0,09,015,903100,09015903100
3762.0,09,015,908100,09015908100
4234.0,09,015,830100,09015830100
1721.0,09,015,902200,09015902200
6767.0,09,015,800500,09015800500
5074.0,09,015,906100,09015906100
7008.0,09,015,800300,09015800300
2435.0,09,005,310801,09005310801
4654.0,09,005,425400,09005425400
2148.0,09,005,253300,09005253300
1302.0,09,005,263200,09005263200
2348.0,09,005,300100,09005300100
2288.0,09,005,303100,09005303100
3871.0,09,005,310700,09005310700
5005.0,09,005,349100,09005349100
3499.0,09,005,360300,09005360300
4183.0,09,005,425300,09005425300
6105.0,09,005,253500,09005253500
3472.0,09,005,267100,09005267100
3732.0,09,005,310601,09005310601
2903.0,09,005,296100,09005296100
2618.0,09,005,349200,09005349200
2015.0,09,005,300400,09005300400
2319.0,09,005,310400,09005310400
6357.0,09,005,320100,09005320100
1984.0,09,005,310500,09005310500
3452.0,09,005,342100,09005342100
2945.0,09,005,425500,09005425500
6128.0,09,005,253400,09005253400
6642.0,09,005,253200,09005253200
2661.0,09,005,298400,09005298400
4548.0,09,003,480600,09003480600
7403.0,09,003,405600,09003405600
4372.0,09,003,406100,09003406100
3073.0,09,003,415500,09003415500
5045.0,09,003,430202,09003430202
2769.0,09,003,462202,09003462202
4871.0,09,003,466102,09003466102
4032.0,09,003,468102,09003468102
5847.0,09,003,473700,09003473700
1827.0,09,003,473800,09003473800
2329.0,09,015,815000,09015815000
1861.0,09,015,820000,09015820000
7813.0,09,015,901100,09015901100
7138.0,09,015,904100,09015904100
4085.0,09,015,904400,09015904400
8243.0,09,015,905100,09015905100
1653.0,09,015,825000,09015825000
4748.0,09,015,907100,09015907100
4833.0,09,015,907300,09015907300
3315.0,09,011,690800,09011690800
5551.0,09,011,693300,09011693300
4666.0,09,011,700100,09011700100
3688.0,09,011,702400,09011702400
2217.0,09,011,702900,09011702900
5242.0,09,011,707100,09011707100
6475.0,09,011,690300,09011690300
4886.0,09,011,690900,09011690900
4016.0,09,011,693400,09011693400
3428.0,09,011,693500,09011693500
2840.0,09,011,696300,09011696300
6896.0,09,011,701200,09011701200
3557.0,09,011,705200,09011705200
4272.0,09,011,710100,09011710100
2469.0,09,011,650100,09011650100
2567.0,09,011,713100,09011713100
7256.0,09,011,870100,09011870100
2910.0,09,011,693600,09011693600
3147.0,09,011,693700,09011693700
4351.0,09,011,702500,09011702500
4347.0,09,011,696600,09011696600
4291.0,09,011,702100,09011702100
2445.0,09,011,702300,09011702300
4412.0,09,011,702800,09011702800
2676.0,09,011,705400,09011705400
4729.0,09,003,476100,09003476100
2829.0,09,003,477200,09003477200
4689.0,09,003,480800,09003480800
5675.0,09,003,490100,09003490100
5662.0,09,003,494100,09003494100
4903.0,09,003,494400,09003494400
4499.0,09,003,497700,09003497700
3169.0,09,003,501800,09003501800
2189.0,09,003,502500,09003502500
3128.0,09,003,504000,09003504000
4784.0,09,003,504900,09003504900
6681.0,09,003,487500,09003487500
3466.0,09,003,494600,09003494600
2921.0,09,003,496100,09003496100
4626.0,09,003,496200,09003496200
4466.0,09,003,497000,09003497000
2204.0,09,003,500300,09003500300
3041.0,09,003,501500,09003501500
5211.0,09,003,504200,09003504200
1743.0,09,003,501700,09003501700
2867.0,09,003,502900,09003502900
1648.0,09,003,504100,09003504100
2653.0,09,003,510200,09003510200
3112.0,09,003,514200,09003514200
4603.0,09,003,514500,09003514500
3078.0,09,003,515200,09003515200
8179.0,09,003,520400,09003520400
4716.0,09,003,510700,09003510700
5415.0,09,003,514600,09003514600
3693.0,09,003,496700,09003496700
3411.0,09,003,492100,09003492100
5784.0,09,003,492300,09003492300
5151.0,09,003,497300,09003497300
3153.0,09,003,492400,09003492400
4703.0,09,003,494201,09003494201
2665.0,09,003,496500,09003496500
5454.0,09,011,709200,09011709200
2553.0,09,011,690500,09011690500
1219.0,09,011,690700,09011690700
4755.0,09,011,696200,09011696200
2921.0,09,011,696500,09011696500
3246.0,09,011,660101,09011660101
2142.0,09,011,690400,09011690400
4085.0,09,003,497400,09003497400
3997.0,09,003,503100,09003503100
3514.0,09,003,504500,09003504500
2085.0,09,003,510100,09003510100
2987.0,09,003,417400,09003417400
7294.0,09,003,405800,09003405800
4917.0,09,003,416100,09003416100
1500.0,09,003,417200,09003417200
4721.0,09,003,420500,09003420500
3620.0,09,003,420700,09003420700
4492.0,09,003,430100,09003430100
4458.0,09,003,430203,09003430203
3585.0,09,003,430301,09003430301
2897.0,09,003,430302,09003430302
3513.0,09,003,511300,09003511300
2927.0,09,003,501200,09003501200
6211.0,09,003,502400,09003502400
3528.0,09,003,520201,09003520201
4095.0,09,003,520202,09003520202
7061.0,09,003,400300,09003400300
4428.0,09,003,406002,09003406002
6732.0,09,003,416700,09003416700
3685.0,09,003,460302,09003460302
5320.0,09,003,464101,09003464101
4537.0,09,003,466101,09003466101
5272.0,09,003,471400,09003471400
8722.0,09,003,477102,09003477102
2239.0,09,003,480900,09003480900
8133.0,09,003,490302,09003490302
3366.0,09,003,492500,09003492500
4548.0,09,003,494500,09003494500
2722.0,09,003,496600,09003496600
6769.0,09,013,850200,09013850200
3173.0,09,003,496800,09003496800
4928.0,09,013,529100,09013529100
1841.0,09,013,538100,09013538100
2516.0,09,013,530600,09013530600
11254.0,09,013,881200,09013881200
3525.0,09,013,530400,09013530400
2908.0,09,013,530500,09013530500
4305.0,09,013,538202,09013538202
2157.0,09,013,530100,09013530100
5345.0,09,013,533102,09013533102
6720.0,09,013,535200,09013535200
5912.0,09,013,840100,09013840100
9421.0,09,013,533101,09013533101
5421.0,09,013,860100,09013860100
3223.0,09,013,528100,09013528100
5198.0,09,013,530301,09013530301
6112.0,09,013,530302,09013530302
4991.0,09,013,538201,09013538201
4750.0,09,013,881300,09013881300
4212.0,09,013,881100,09013881100
5653.0,09,013,850100,09013850100
9321.0,09,013,535100,09013535100
4157.0,09,001,010101,09001010101
1599.0,09,001,011200,09001011200
5291.0,09,001,020600,09001020600
6067.0,09,001,021100,09001021100
7077.0,09,001,021700,09001021700
5958.0,09,001,022200,09001022200
2241.0,09,001,022400,09001022400
5838.0,09,001,030500,09001030500
4977.0,09,001,042700,09001042700
2992.0,09,001,043000,09001043000
4653.0,09,001,043100,09001043100
2455.0,09,001,043700,09001043700
6190.0,09,001,043900,09001043900
2366.0,09,001,050400,09001050400
3628.0,09,003,497500,09003497500
4058.0,09,003,500100,09003500100
1685.0,09,003,500400,09003500400
4630.0,09,003,504800,09003504800
2885.0,09,003,503800,09003503800
4147.0,09,003,510300,09003510300
2970.0,09,003,503300,09003503300
4527.0,09,003,510600,09003510600
2303.0,09,003,511400,09003511400
6305.0,09,003,510400,09003510400
2440.0,09,003,501400,09003501400
3710.0,09,003,502600,09003502600
5218.0,09,003,502700,09003502700
2528.0,09,003,503700,09003503700
6052.0,09,003,400200,09003400200
3494.0,09,003,511200,09003511200
4652.0,09,003,503900,09003503900
3081.0,09,003,504300,09003504300
3300.0,09,003,511100,09003511100
3959.0,09,003,514300,09003514300
4205.0,09,003,514700,09003514700
2587.0,09,003,515101,09003515101
7406.0,09,003,400100,09003400100
6294.0,09,003,405300,09003405300
4647.0,09,003,415600,09003415600
4802.0,09,003,416000,09003416000
2930.0,09,003,416200,09003416200
3708.0,09,003,416300,09003416300
5112.0,09,003,430601,09003430601
3852.0,09,003,462102,09003462102
2833.0,09,003,466201,09003466201
5256.0,09,003,470100,09003470100
4500.0,09,003,471300,09003471300
5204.0,09,003,484100,09003484100
8027.0,09,001,060700,09001060700
2582.0,09,001,060900,09001060900
2843.0,09,001,071300,09001071300
2562.0,09,001,071600,09001071600
2603.0,09,001,072400,09001072400
1802.0,09,001,074000,09001074000
4355.0,09,001,080200,09001080200
7914.0,09,001,090200,09001090200
6576.0,09,001,100300,09001100300
5340.0,09,001,200301,09001200301
6931.0,09,001,205200,09001205200
8098.0,09,001,210500,09001210500
5088.0,09,001,245300,09001245300
2432.0,09,001,070600,09001070600
4827.0,09,001,061500,09001061500
3888.0,09,001,072200,09001072200
3153.0,09,001,110302,09001110302
6023.0,09,001,073100,09001073100
7167.0,09,001,100200,09001100200
6388.0,09,001,110301,09001110301
4180.0,09,001,021200,09001021200
3936.0,09,001,042500,09001042500
7211.0,09,001,043800,09001043800
4540.0,09,001,044300,09001044300
4175.0,09,001,044400,09001044400
6053.0,09,001,045102,09001045102
4005.0,09,001,050200,09001050200
2416.0,09,001,061200,09001061200
2943.0,09,001,061300,09001061300
5052.0,09,001,080100,09001080100
4644.0,09,001,090300,09001090300
3706.0,09,001,010800,09001010800
3304.0,09,001,011300,09001011300
3637.0,09,001,020200,09001020200
4008.0,09,001,211300,09001211300
8401.0,09,001,110600,09001110600
6022.0,09,003,415400,09003415400
2945.0,09,003,415700,09003415700
4910.0,09,003,416500,09003416500
3283.0,09,003,420400,09003420400
5110.0,09,003,462201,09003462201
6500.0,09,003,473100,09003473100
2762.0,09,003,476200,09003476200
2401.0,09,003,480700,09003480700
3884.0,09,003,481100,09003481100
4097.0,09,003,481200,09003481200
1581.0,09,003,487300,09003487300
3191.0,09,003,405100,09003405100
4199.0,09,003,406001,09003406001
1462.0,09,003,415900,09003415900
1661.0,09,003,417100,09003417100
6765.0,09,003,430500,09003430500
3933.0,09,003,430602,09003430602
4986.0,09,003,464102,09003464102
4965.0,09,003,466300,09003466300
2636.0,09,003,466400,09003466400
3031.0,09,003,473502,09003473502
5122.0,09,003,476300,09003476300
3226.0,09,003,473601,09003473601
4111.0,09,003,477101,09003477101
4249.0,09,003,460202,09003460202
4859.0,09,003,460301,09003460301
6607.0,09,003,462101,09003462101
3747.0,09,003,480400,09003480400
6175.0,09,003,484200,09003484200
7000.0,09,003,487100,09003487100
2666.0,09,003,494202,09003494202
6259.0,09,003,496900,09003496900
2716.0,09,003,500200,09003500200
2375.0,09,003,500900,09003500900
3464.0,09,003,430201,09003430201
3173.0,09,003,471200,09003471200
5845.0,09,001,205300,09001205300
899.0,09,001,211100,09001211100
5056.0,09,001,220200,09001220200
1949.0,09,001,230200,09001230200
3378.0,09,001,010201,09001010201
1598.0,09,001,042900,09001042900
4339.0,09,001,043400,09001043400
6185.0,09,001,044000,09001044000
5304.0,09,001,010900,09001010900
4530.0,09,001,011100,09001011100
6312.0,09,001,021500,09001021500
4519.0,09,001,021801,09001021801
3470.0,09,001,030200,09001030200
4046.0,09,001,042600,09001042600
4628.0,09,001,042800,09001042800
3089.0,09,001,043200,09001043200
2450.0,09,001,045200,09001045200
5511.0,09,001,055100,09001055100
3824.0,09,001,061100,09001061100
1459.0,09,001,070400,09001070400
3443.0,09,001,071400,09001071400
5583.0,09,001,072300,09001072300
3579.0,09,001,073300,09001073300
4145.0,09,001,073400,09001073400
2623.0,09,001,073600,09001073600
4724.0,09,001,074400,09001074400
2557.0,09,001,080600,09001080600
2081.0,09,001,080700,09001080700
5399.0,09,001,011000,09001011000
4377.0,09,001,010102,09001010102
4527.0,09,001,021300,09001021300
1993.0,09,001,010600,09001010600
5045.0,09,001,020500,09001020500
2877.0,09,001,020800,09001020800
7164.0,09,001,021400,09001021400
5344.0,09,001,021802,09001021802
3164.0,09,001,043300,09001043300
3232.0,09,001,022000,09001022000
3742.0,09,001,030100,09001030100
3971.0,09,001,035300,09001035300
2394.0,09,001,043500,09001043500
3402.0,09,001,045400,09001045400
4413.0,09,001,060100,09001060100
4486.0,09,001,060200,09001060200
4416.0,09,001,060400,09001060400
2782.0,09,001,060500,09001060500
2402.0,09,001,060600,09001060600
5106.0,09,001,110201,09001110201
4930.0,09,001,110400,09001110400
4861.0,09,001,200200,09001200200
6080.0,09,001,210600,09001210600
5417.0,09,001,211400,09001211400
3581.0,09,009,190200,09009190200
5988.0,09,009,343101,09009343101
6565.0,09,009,343400,09009343400
